page,paragraph,image_name
25,$ sudo easy_install pandas Searching for pandas Reading http://pypi.python.org/simple/pandas/ Reading http://pandas.pydata.org Reading http://pandas.sourceforge.net Best match: pandas 0.9.0 Downloading http://pypi.python.org/packages/source/p/pandas/pandas-0.9.0.zip Processing pandas-0.9.0.zip Writing /tmp/easy_install-H5mIX6/pandas-0.9.0/setup.cfg Running pandas-0.9.0/setup.py -q bdist_egg --dist-dir /tmp/easy_install-H5mIX6/ pandas-0.9.0/egg-dist-tmp-RhLG0z Adding pandas 0.9.0 to easy-install.pth file,
25,Installed /Library/Frameworks/Python.framework/Versions/7.3/lib/python2.7/ site-packages/pandas-0.9.0-py2.7-macosx-10.5-i386.egg Processing dependencies for pandas Finished processing dependencies for pandas,
25,"To verify everything is working, launch IPython in Pylab mode and test importing pan- das then making a plot interactively:",
25,Installation and Setup | 9,
26,"$ ipython --pylab 22:29 ~/VirtualBox VMs/WindowsXP $ ipython Python 2.7.3 |EPD_free 7.3-1 (32-bit)| (default, Apr 12 2012, 11:28:34) Type ""copyright"", ""credits"" or ""license"" for more information.",
26,"IPython 0.12.1 -- An enhanced Interactive Python. ?         -> Introduction and overview of IPython's features. %quickref -> Quick reference. help      -> Python's own help system. object?   -> Details about 'object', use 'object??' for extra details.",
26,"Welcome to pylab, a matplotlib-based Python environment [backend: WXAgg]. For more information, type 'help(pylab)'.",
26,In [1]: import pandas,
26,In [2]: plot(arange(10)),
26,"If this succeeds, a plot window with a straight line should pop up.",
26,GNU/Linux,
26,"Some, but not all, Linux distributions include sufficiently up-to-date versions of all the required Python packages and can be installed using the built-in package management tool like  apt . I detail setup using EPD- Free as it's easily reproducible across distributions.",
26,"Linux details will vary a bit depending on your Linux flavor, but here I give details for Debian-based GNU/Linux systems like Ubuntu and Mint. Setup is similar to OS X with the exception of how EPDFree is installed. The installer is a shell script that must be executed in the terminal. Depending on whether you have a 32-bit or 64-bit system, you will either need to install the  x86  (32-bit) or  x86_64  (64-bit) installer. You will then have a file named something similar to  epd_free-7.3-1-rh5-x86_64.sh . To install it, execute this script with bash:",
26,$ bash epd_free-7.3-1-rh5-x86_64.sh,
26,"After accepting the license, you will be presented with a choice of where to put the EPDFree files. I recommend installing the files in your home directory, say  /home/wesm/ epd  (substituting your own username for  wesm ).",
26,"Once the installer has finished, you need to add EPDFree’s  bin  directory to your  $PATH  variable. If you are using the bash shell (the default in Ubuntu, for example), this means adding the following path addition in your  .bashrc :",
26,export PATH=/home/wesm/epd/bin:$PATH,
26,"Obviously, substitute the installation directory you used for  /home/wesm/epd/ . After doing this you can either start a new terminal process or execute your  .bashrc  again with  source ~/.bashrc .",
26,10 | Chapter 1:   Preliminaries,
27,"You need a C compiler such as gcc to move forward; many Linux distributions include gcc, but others may not. On Debian systems, you can install gcc by executing:",
27,sudo apt-get install gcc,
27,If you type  gcc  on the command line it should say something like:,
27,$ gcc gcc: no input files,
27,"Now, time to install pandas:",
27,$ easy_install pandas,
27,"If you installed EPDFree as root, you may need to add  sudo  to the command and enter the sudo or root password. To verify things are working, perform the same checks as in the OS X section.",
27,Python 2 and Python 3,
27,"The Python community is currently undergoing a drawn-out transition from the Python 2 series of interpreters to the Python 3 series. Until the appearance of Python 3.0, all Python code was backwards compatible. The community decided that in order to move the language forward, certain backwards incompatible changes were necessary.",
27,"I am writing this book with Python 2.7 as its basis, as the majority of the scientific Python community has not yet transitioned to Python 3. The good news is that, with a few exceptions, you should have no trouble following along with the book if you happen to be using Python 3.2.",
27,Integrated Development Environments (IDEs),
27,"When asked about my standard development environment, I almost always say “IPy- thon plus a text editor”. I typically write a program and iteratively test and debug each piece of it in IPython. It is also useful to be able to play around with data interactively and visually verify that a particular set of data manipulations are doing the right thing. Libraries like pandas and NumPy are designed to be easy-to-use in the shell.",
27,"However, some will still prefer to work in an IDE instead of a text editor. They do provide many nice “code intelligence” features like completion or quickly pulling up the documentation associated with functions and classes. Here are some that you can explore:",
27,• Eclipse with PyDev Plugin • Python Tools for Visual Studio (for Windows users) • PyCharm • Spyder • Komodo IDE,
27,Installation and Setup | 11,
28,Community and Conferences,
28,"Outside of an Internet search, the scientific Python mailing lists are generally helpful and responsive to questions. Some ones to take a look at are:",
28,• pydata: a Google Group list for questions related to Python for data analysis and pandas • pystatsmodels: for statsmodels or pandas-related questions • numpy-discussion: for NumPy-related questions • scipy-user: for general SciPy or scientific Python questions,
28,I deliberately did not post URLs for these in case they change. They can be easily located via Internet search.,
28,"Each year many conferences are held all over the world for Python programmers. PyCon and EuroPython are the two main general Python conferences in the United States and Europe, respectively. SciPy and EuroSciPy are scientific-oriented Python conferences where you will likely find many “birds of a feather” if you become more involved with using Python for data analysis after reading this book.",
28,Navigating This Book,
28,"If you have never programmed in Python before, you may actually want to start at the end  of the book, where I have placed a condensed tutorial on Python syntax, language features, and built-in data structures like tuples, lists, and dicts. These things are con- sidered prerequisite knowledge for the remainder of the book.",
28,"The book starts by introducing you to the IPython environment. Next, I give a short introduction to the key features of NumPy, leaving more advanced NumPy use for another chapter at the end of the book. Then, I introduce pandas and devote the rest of the book to data analysis topics applying pandas, NumPy, and matplotlib (for vis- ualization). I have structured the material in the most incremental way possible, though there is occasionally some minor cross-over between chapters.",
